Product_name,MRP
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
Onion (Loose),120.00
Potato,51.00
Tomato - Hybrid (Loose),16.00
Carrot - Orange (Loose),20.00
Tomato - Local (Loose),14.00
Ladies' Fingers (Loose),14.00
Fresho Pomegranate Regular,298.00
Capsicum - Green (Loose),25.00
Banana - Robusta,31.00
Potato Onion Tomato 1 kg Each,141.00
Cucumber (Loose),17.00
Banana - Yelakki,113.00
Cauliflower,43.00
Beans - Haricot (Loose),117.00
Tender Coconut,390.40
Ginger (Loose),36.00
Coriander Leaves,27.00
Coconut - Medium,35.00
Tender Coconut,78.08
Lemon (Loose),81.00
Apple - Royal Gala Economy,329.00
Pomegranate,258.00
Beetroot (Loose),16.00
Broccoli,59.00
"Chilli - Green, Organically Grown (Loose)",14.00
Cabbage,33.00
Kiwi - Green,176.00
"Apple - Royal Gala, Regular",255.00
"Palak - Cleaned, without roots",73.00
Mushrooms - Button,80.00
Coccinia (Loose),21.00
Cucumber - English (Loose),19.00
Apple - Shimla,164.00
Bottle Gourd (Loose),47.00
Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small,494.08
Garlic (Loose),84.00
